         2073510 function calls (2020593 primitive calls) in 128.153 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      591    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
2033/1999    0.013    0.000    0.171    0.000 <frozen importlib._bootstrap>:890(_find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
   2122/5    0.008    0.000    2.410    0.482 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
   2123/5    0.010    0.000    2.410    0.482 <frozen importlib._bootstrap>:986(_find_and_load)
     1617    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
      214    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
  189/188    0.001    0.000    0.070    0.000 <frozen importlib._bootstrap_external>:1099(create_module)
  188/136    0.000    0.000    0.187    0.001 <frozen importlib._bootstrap_external>:1107(exec_module)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1140(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(_find_parent_path_names)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1156(_get_parent_path)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1160(_recalculate)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1173(__iter__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1221(exec_module)
      209    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
     3620    0.003    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
     2027    0.008    0.000    0.129    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
     2027    0.002    0.000    0.131    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1371(find_distributions)
      210    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
     1680    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
     1806    0.003    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
     3351    0.028    0.000    0.109    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
      209    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
      210    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
     3234    0.010    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
     3351    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
     1805    0.003    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
1619/1618    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
     1617    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
     3785    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
     1084    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      533    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:554(_validate_hash_pyc)
     1617    0.004    0.000    0.140    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
    17856    0.015    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
     1806    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
    17856    0.012    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
     3237    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:766(is_package)
     1617    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
   1617/6    0.004    0.000    2.408    0.401 <frozen importlib._bootstrap_external>:777(exec_module)
     7860    0.004    0.000    0.037    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
     1617    0.029    0.000    0.270    0.000 <frozen importlib._bootstrap_external>:849(get_code)
     2683    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
     1617    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:939(__init__)
     1618    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
     2154    0.012    0.000    0.065    0.000 <frozen importlib._bootstrap_external>:969(get_data)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:980(get_resource_reader)
     2469    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(resource_path)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:996(is_resource)
      210    0.001    0.000    0.002    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       20    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.002    0.002 ElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1140(_ListDataStream)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1254(XMLPullParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1366(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1488(XMLParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1751(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 ElementTree.py:492(QName)
        1    0.000    0.000    0.000    0.000 ElementTree.py:540(ElementTree)
        1    0.000    0.000    0.953    0.953 NamedEntitySumm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 NamedEntitySumm.py:10(NERSummarizer)
        1    0.000    0.000    0.000    0.000 NamedEntitySumm.py:12(__init__)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 PyColorize.py:176(Parser)
        1    0.000    0.000    0.001    0.001 PyColorize.py:2(<module>)
        1    0.000    0.000    0.928    0.928 RougeEvaluation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 RougeEvaluation.py:5(RougeEvaluation)
        1    0.000    0.000    0.000    0.000 RougeEvaluation.py:7(__init__)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
      153    0.006    0.000    3.565    0.023 __init__.py:1(<module>)
        7    0.000    0.000    1.176    0.168 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:10(register)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
       45    0.000    0.000    0.000    0.000 __init__.py:101(_cnfmerge)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(_FFTModule)
        1    0.000    0.000    0.000    0.000 __init__.py:1038(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:104(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InferenceStateSubprocess)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:109(Encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SyntaxErr)
        3    0.000    0.000    0.008    0.003 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1093(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<listcomp>)
        2    0.000    0.000    0.030    0.015 __init__.py:11(<module>)
